time sunx Sun sunvx sunvy earthx Earth earthvx earthvy
56304.4448374114 27.7889562603475 0.0997103870615052 0.00100711929500531 5.53263071488938E-06 149567737014.58 1676713029.85764 -335.706431668438 29778.1557897617
57570.6007268246 29.06412621055 0.106715559604801 0.00102976607853461 5.78651004602506E-06 149567311957.93 1714416814.92449 -343.255359511538 29778.071163318
58836.9779812785 30.36819847157 0.114043463870081 0.00105241675600726 6.0461436639949E-06 149566877267.176 1752127084.6646 -350.805585335752 29777.9846187787
60103.5489520621 31.7011589039174 0.121701333460612 0.00107507083143597 6.31152875371131E-06 149566432947.032 1789843013.28823 -358.356943811989 29777.8961570821
61370.2894397817 33.0629945715536 0.12969640199264 0.00109772787053279 6.58266273970033E-06 149565979001.81 1827563877.72627 -365.909290177597 29777.8057790868
62637.1782609938 34.4536936560226 0.138035903331006 0.00112038749295725 6.85954326900549E-06 149565515435.448 1865289044.72451 -373.462497652416 29777.713485577
63904.1968780565 35.8732453827505 0.146727071835913 0.00114304936569526 7.14216819651439E-06 149565042251.539 1903017959.82056 -381.016455231755 29777.6192772678
65171.3290657937 37.3216399392919 0.155777142504945 0.00116571319709665 7.43053556868192E-06 149564559453.354 1940750137.41704 -388.571065698883 29777.5231548104
66438.5606238187 38.7988684016253 0.165193351105634 0.00118837873172927 7.72464360885606E-06 149564067043.866 1978485152.21453 -396.126243909757 29777.425118797
67705.8791277704 40.3049226676852 0.174982934300194 0.00121104574592929 8.02449070404442E-06 149563565025.777 2016222631.80337 -403.681915309763 29777.3251697653
68973.2736993513 41.8397953799197 0.185153129647989 0.00123371404368774 8.33007538949583E-06 149563053401.54 2053962249.81535 -411.238014562579 29777.2233082035
70240.734822568 43.4034798736394 0.195711175724158 0.00125638345336353 8.64139633841686E-06 149562532173.375 2091703720.45136 -418.794484454509 29777.1195345539
71508.2541692363 44.9959701120622 0.206664312108141 0.00127905382456216 8.95845234903956E-06 149562001343.296 2129446793.28487 -426.351274854053 29777.013849217
72775.8244505623 46.6172606310161 0.218019779391131 0.00130172502548093 9.28124233361207E-06 149561460913.123 2167191248.84211 -433.908341826977 29776.9062525555
