a planet
0 1 -0.5
0.01 0.99500008363293 -0.49997500020885
0.0286348628207659 0.985684525977565 -0.499795025177746
0.0606817408638079 0.969677748524284 -0.499079714103198
0.111760057409329 0.944236228496678 -0.496880671484425
0.186010344776922 0.907530233529261 -0.491374950658561
0.279262709183277 0.862176510020544 -0.480629468028012
0.379898833337554 0.814586751790937 -0.464351082192491
0.482251465548283 0.768112491752709 -0.442976504933217
0.584917375873353 0.723934766540201 -0.416878864355098
0.687637344569934 0.682643406150832 -0.386373903466946
0.79036654650852 0.644694407637362 -0.351792463313991
0.893097322725713 0.610491261236889 -0.313501106704207
0.995828367264938 0.580395151614872 -0.27190397745931
1.09855945750642 0.554723507827252 -0.227439766825727
1.2012905554936 0.533747034817044 -0.180577337289092
1.30402165481705 0.51768691881615 -0.131810827598372
1.40675275438284 0.506712504386331 -0.0816544517667636
1.50948385394488 0.500939510182866 -0.0306370787531666
1.61221495351099 0.500428808965973 0.0207033439037743
1.71494605303294 0.505185785775937 0.0718254622727013
1.81767715254952 0.51516028115434 0.12219022435299
1.92040825206768 0.530247120046913 0.171266563994443
2.02313935155834 0.550287220802335 0.218537000670147
2.12587045102523 0.575069272602434 0.263503096030912
2.22860155047073 0.604331963604979 0.305690709621209
2.33133264992809 0.637766736330821 0.344654998417105
2.43406374934568 0.675021041178613 0.379985107385271
2.53679484875561 0.715702053903091 0.411308501766274
2.6395259481418 0.759380817666431 0.438294895181511
2.74225704751995 0.805596766160292 0.460659732330296
2.84498814690366 0.853862579988198 0.478167189442312
2.94771924625253 0.903669325129449 0.49063266089281
3.05116881853319 0.954849576516721 0.497957273672099
3.15594250055886 1.00717458134704 0.499948530201953
3.26206881534916 1.06009236800666 0.496375780172213
3.36947217094719 1.11295608689416 0.487073845196619
3.47805892456615 1.16507669163007 0.47196365810209
3.58773267247622 1.21574320220205 0.451059729835741
3.6983968908301 1.26423784137475 0.424474231122289
3.80995541451299 1.30985084120418 0.392418738680691
3.92231253499934 1.35189542792347 0.355203629857952
4.03537301017913 1.38972272748286 0.313235066949342
4.14904204124962 1.42273620320477 0.267009577799376
4.26322523202719 1.45040521914095 0.217106313551975
4.37782853885143 1.47227733474231 0.164177137869679
4.49275821549486 1.48798896443399 0.108934773206688
4.60792075604314 1.49727407821507 0.0521392949918787
4.72322283773078 1.49997067440987 -0.00541667867385397
4.83857126487754 1.49602482128461 -0.062923708412694
4.9538729143011 1.48549213809493 -0.119571739928983
5.06903468303035 1.46853666529974 -0.174566351669902
5.18396343849694 1.44542715499728 -0.227144597490443
5.29856597226973 1.41653089284205 -0.276590011719648
5.41274895799127 1.38230523881035 -0.322246372097463
5.52641891523223 1.34328714295578 -0.363529858589727
5.63948218225927 1.30008095102979 -0.39993930046935
5.75184490147697 1.25334486185102 -0.431064267598015
5.86341302335388 1.20377643159632 -0.456590832489911
5.97409233744762 1.15209753891703 -0.476304903994592
6.08378854257283 1.09903922898552 -0.490093108015163
6.1924073731508 1.04532684455084 -0.497941262614163
6.28318530717959 1.00000019218995 -0.500000023898876
