a planet
4.4288374903799 1.49307972596686 0.14965205734323
4.52409049976027 1.50517944209578 0.104215854143587
4.61957208284137 1.51291757920153 0.057751196880652
4.7152106346519 1.5161932354094 0.0106989152331519
4.81093437569716 1.5149579061812 -0.0364901049479429
4.90667138541264 1.50921653228774 -0.0833615828104182
5.00234962749133 1.49902757583871 -0.129464592309541
5.0978969803076 1.48450211940135 -0.174358267114945
5.19324128590909 1.46580200234276 -0.217618326893446
5.28831042882129 1.44313702838944 -0.258843291674201
5.38303245266901 1.41676129947717 -0.297660253421028
5.47733571631869 1.38696875386977 -0.333730078509746
5.57114908458819 1.35408801046586 -0.366751924108131
5.66440214176291 1.3184766447058 -0.396466966506836
5.75702541223085 1.28051504146219 -0.422661261497955
5.84895056840756 1.24059998551612 -0.445167683935704
5.94011060716802 1.19913815684923 -0.463866925707858
6.03043997852952 1.15653969594174 -0.478687564396939
6.11987465651505 1.11321199259937 -0.489605246602266
6.20835214880893 1.06955383286971 -0.496641056694853
6.2958114514287 1.02595001317077 -0.499859162082085
6.38219296284744 0.982766503351934 -0.499363837975716
6.46743838075019 0.940346212804813 -0.495295978641291
6.55149061130321 0.89900538950875 -0.487829198934685
6.63429372705511 0.859030661934659 -0.477165621465986
6.71615019339335 0.820511167639357 -0.463464947653474
6.79762755787109 0.783408141028393 -0.44679596218776
6.87894445936099 0.74785147942718 -0.427250342694205
6.96018991673767 0.714027134909074 -0.404944143643904
7.04140238282824 0.682135607491115 -0.38001524557099
7.12260003871588 0.652375312354896 -0.352620742485496
7.20379265183362 0.62493536651425 -0.322934905629251
7.28498622971304 0.599992053912107 -0.291147589918121
7.3661848296843 0.577706753478063 -0.257462862939999
7.44739125078876 0.558224470422127 -0.222097697277511
7.52860729716424 0.541672643800065 -0.18528063259578
7.60983388936359 0.528160114332879 -0.14725035859116
7.69107113429956 0.517776220303319 -0.108254197128766
7.77231839761433 0.51059002238742 -0.0685464784193633
7.85357439450562 0.506649670669789 -0.0283868170666745
7.93483730325142 0.50598193050169 0.0119616982825016
8.01610489945321 0.508591882945699 0.0522343814602165
8.09737470692517 0.514462812106815 0.0921668669327698
8.17864415840154 0.523556286755703 0.131497041280647
8.2599107594555 0.535812437884888 0.169966958655132
8.34117224763039 0.5511504277186 0.207324710472946
8.42242673966016 0.569469099877739 0.243326221796674
8.50367286065105 0.590647795456049 0.27773695034755
8.58490984941297 0.614547315717334 0.310333468300095
8.66613763643327 0.641011009831485 0.340904912738334
8.74735689181777 0.669865964959132 0.369254295917895
8.82856904264239 0.700924276649451 0.395199672082715
8.90977626038207 0.733984379248082 0.418575162222384
8.99098142015675 0.768832418672777 0.43923184194205
9.07218803477309 0.805243653365045 0.457038500451988
9.1534001672261 0.842983872873624 0.471882280248654
9.23462232561664 0.881810827057111 0.483669207506276
9.3159758034523 0.921532998291524 0.49233475317348
9.39817515921189 0.962251503585834 0.497843570261733
9.48148103903788 1.00384079842552 0.500062354712089
9.56596408096896 1.04606060827966 0.49884137211144
9.65161387840761 1.08860641767985 0.494047254502595
9.73838632540975 1.13113472148069 0.485577324461187
9.82622389112806 1.17327683934541 0.473366511282255
9.91506388942221 1.21464765864808 0.457391230477174
10.0048416003809 1.25485235531962 0.437671872649775
10.0954913053492 1.29349248278005 0.414274433992844
10.1869465447568 1.33017199113296 0.38731140027785
10.2791401320933 1.36450334308078 0.3569418606023
10.3720041270482 1.39611370947405 0.323370800897546
10.4654698365965 1.42465114453608 0.286847539723868
10.559467858965 1.44979060444712 0.24766329482441
10.6539281638615 1.47123966010233 0.20614789895914
10.748780193851 1.48874375594622 0.162665713605722
10.8439529709042 1.50209087781028 0.117610815756122
10.9393751937746 1.51111551000987 0.0714015553816295
11.0349753170931 1.51570178356909 0.0244745972121709
11.1306816083442 1.51578574044938 -0.0227214285464634
11.2264221853323 1.5113566616248 -0.0697325361235609
11.3221250427694 1.50245742835631 -0.116106121983291
11.4177180801132 1.48918390596167 -0.161397696829086
11.5131291433696 1.4716833587545 -0.205177477643507
11.6082860943126 1.45015192413182 -0.247036706891511
11.7031169157362 1.42483119453916 -0.286593566808698
11.7975498561242 1.39600397853736 -0.323498560624224
11.8915136111128 1.3639893358168 -0.357439240618452
11.9849375320994 1.32913700478837 -0.388144176062567
12.0777518464938 1.29182136302704 -0.415386073761129
12.169887871396 1.25243507723421 -0.438983990169769
12.2612782011997 1.21138260892979 -0.458804604590464
12.3518568515902 1.16907374273554 -0.474762556022441
12.4415593477726 1.12591729512947 -0.486819878770179
12.5303227520093 1.0823151441953 -0.494984600467522
12.6180856330456 1.03865669770013 -0.499308588337978
12.7047879901897 0.995313888985809 -0.499884744161593
12.7903711522884 0.952636762888977 -0.496843654495838
12.8747776798375 0.910949688140868 -0.490349801550573
12.9579513046079 0.870548211468721 -0.480597432969347
13.0399520237787 0.831642719881268 -0.467786010721385
13.1214896574621 0.794124438855887 -0.451981486883522
13.2028333177762 0.758100108886251 -0.433269420333371
13.2840913388281 0.723748793304006 -0.41175963248646
13.3653098273371 0.691270440409109 -0.387584277746167
13.4465100919231 0.660865592503151 -0.360895245815928
13.5277032542289 0.632726756530642 -0.331862045542898
13.6088959859377 0.607034308626085 -0.30067015534605
13.6900927451154 0.58395419455411 -0.267519632551262
13.7712966334846 0.56363636171473 -0.232623812013905
13.8525097206154 0.546213514658537 -0.196207989606985
13.9337331738385 0.53180004581739 -0.15850803426321
14.0149673298989 0.520491096282954 -0.119768902020873
14.096211762566 0.512361742382621 -0.0802430436101891
14.1774653667445 0.507466319548649 -0.0401887089136341
14.2587264648099 0.505837899985978 0.000131839656040252
14.339992935407 0.50748794049001 0.040454186799265
14.4212623597326 0.512406114013064 0.0805136729166916
14.5025321802571 0.520560333911559 0.120047324802718
14.5837998643687 0.531896974264298 0.158795778840456
14.6650630656651 0.546341283578863 0.196505167079359
14.7463197754954 0.563797983263978 0.23292893784331
14.827568457915 0.58415203690001 0.267829585479289
14.9088081624752 0.60726957211894 0.300980268236572
14.9900386106591 0.632998934056184 0.332166298423527
15.0712602525494 0.661171847708193 0.361186494248015
15.1524742933729 0.6916046670673 0.387854388822207
15.2336826894275 0.724099689860982 0.411999296117476
15.3148881154025 0.758446519570645 0.433467238252675
15.3960939053606 0.79442345934417 0.452121741287232
15.4773039712479 0.831798926331977 0.467844508858977
15.5585227024183 0.870332878247907 0.480535983555569
15.6397548507884 0.909778247723297 0.490115805901596
15.7216754586823 0.950215092767051 0.496562697443299
15.8046477290472 0.991572010117043 0.499761768545037
15.8887858336726 1.03363701078892 0.49956398376326
15.9740977638275 1.07612169856779 0.495829357007548
16.0605469214499 1.1186924889297 0.488445337731461
16.1480787068217 1.16098713249179 0.477335351300662
16.2366315500114 1.20262462245195 0.462463349612065
16.3261411895103 1.24321235180719 0.443836629603718
16.4165421618632 1.28235231922316 0.421507694510792
16.5077682211461 1.31964714530727 0.395575356121816
16.5997523979441 1.35470615842356 0.366185079232919
16.6924269748886 1.3871515754413 0.333528520289757
16.7857234769929 1.41662469624138 0.297842216991448
16.8795727033211 1.44279198349778 0.259405409028425
16.9739047978847 1.46535088067422 0.218536999569869
17.0686493467276 1.48403521880046 0.175591697306278
17.1637354843183 1.49862007075532 0.130955407202995
17.259091995077 1.50892592791703 0.0850399611453757
17.3546473983095 1.51482209426187 0.0382772984247194
17.4503300116854 1.51622921611842 -0.00888678225269877
17.5460679937496 1.51312088875057 -0.0559991699684852
17.6417893728032 1.50552430297515 -0.102606155855639
17.7374220728182 1.49351991540048 -0.148260180579885
17.8328939497042 1.47724014532591 -0.192526481221823
17.9281328514157 1.45686712051299 -0.234989504238763
18.0230667120322 1.4326295142939 -0.275258951951867
18.1176236849207 1.40479853847338 -0.312975332929565
18.2117323140186 1.37368317992817 -0.347814893237157
18.3053217358702 1.33962479260694 -0.379493817225547
18.3983218982827 1.30299117928115 -0.407771604057676
18.4906637780252 1.2641703155302 -0.432453550708432
18.5822795779987 1.22356388029321 -0.453392301571808
18.6731028853897 1.18158076067954 -0.470488457495726
18.7630687774823 1.13863069218158 -0.483690270207594
18.852113866644 1.09511818124869 -0.492992477720831
18.9401762862333 1.05143683418699 -0.498434361082964
19.0271956261704 1.00796419071029 -0.500097119301652
19.1131128363941 0.965057132201349 -0.498100668128117
19.1978701250254 0.923047907915734 -0.492599969134532
19.2814108831189 0.882240800464363 -0.48378098987275
19.3636796746008 0.842909433707742 -0.471856385839762
19.4453254733962 0.804973386666458 -0.456919406337498
19.5267150458641 0.768492358040475 -0.43904812596715
19.6079935171436 0.733629654623075 -0.418344950684698
19.6892214254611 0.700581207256399 -0.394935549442396
19.7704258797635 0.669548277198592 -0.368966159867955
19.8516204144691 0.64072615215099 -0.34060126052293
19.9328127831599 0.614299003883766 -0.310021776294158
20.0140080083793 0.590437171913455 -0.277423617088459
20.095209558358 0.569295423562702 -0.243016356255588
20.1764197935273 0.551011630313013 -0.207021922501902
20.2576401397995 0.535705652076024 -0.169673234978573
20.3388711717382 0.523478360454466 -0.131212746859647
20.4201126794281 0.514410787279945 -0.091890883802502
20.5013637467872 0.508563406541948 -0.0519643777300035
20.5826228517363 0.505975565136924 -0.0116945050235701
20.6638879883456 0.506665079261502 0.0286547537784595
20.7451568089788 0.510628010956232 0.068818611132793
20.8264267799588 0.51783863529812 0.108533399635581
20.9076953444231 0.528249603266432 0.147538500454438
20.988960085082 0.541792299406377 0.185578243312167
21.0702188794821 0.558377387403565 0.222403749128445
21.1514700404189 0.577895531028756 0.257774688760485
21.2327124357832 0.600218273402444 0.29146093556854
21.3139455828492 0.625199054124979 0.323244094224083
21.3951697140742 0.652674342125167 0.352918893914468
21.4763858125689 0.68246486165407 0.380294439416464
21.5575956166944 0.714376889779969 0.405195318621449
21.6388015956294 0.748203606315137 0.427462569853804
21.7200068977923 0.783726479777479 0.44695451531122
21.8012152754144 0.82071667667508 0.463547469440463
21.8824309892559 0.858936485128566 0.477136332182752
21.9636586975861 0.898140747262941 0.487635077008102
22.0453461558206 0.93829749163677 0.49500841228773
22.1280011422088 0.979407424880867 0.499171831362907
22.2117982928812 1.02129454944455 0.499981566331437
22.2967712136059 1.06369018890073 0.497292886294318
22.3828938668886 1.10627246080856 0.490984206936801
22.4701158251695 1.14868652727818 0.480967893812085
22.558377109048 1.19055614180268 0.467195721156821
22.6476140803562 1.23149145700872 0.449662097469251
22.7377615789657 1.27109543642541 0.428406175768737
22.8287535809217 1.30896989875587 0.403513173308508
22.9205233323586 1.34472157911721 0.375114941261097
23.013003337605 1.37796828898307 0.343389743672358
23.1061253418191 1.40834511923302 0.30856119808016
23.1998203504377 1.43551056837985 0.270896350254075
23.294018689642 1.45915245259192 0.230702883847462
23.3886500974594 1.4789934477101 0.188325495912528
23.4836438292506 1.49479611868687 0.144141498482785
23.5789287620363 1.50636730593183 0.0985557313351936
23.6744334849776 1.51356175741685 0.0519948910336417
23.7700863693481 1.51628491795186 0.00490139493953316
23.8658156167656 1.5144948101144 -0.0422730922357376
23.9615492910491 1.5082029637753 -0.0890743376885883
24.057215343615 1.49747437200977 -0.135052292108225
24.1527416452257 1.48242647082729 -0.179767779722752
24.248056038168 1.46322715920321 -0.222798993464721
24.3430864194187 1.44009189591132 -0.263747661959593
24.4377608621342 1.413279930967 -0.302244757855979
24.5320077764908 1.38308975254165 -0.337955622111797
24.6257561038065 1.34985385429808 -0.37058438864861
24.718935532043 1.31393295109313 -0.399877609952997
24.8114767158389 1.2757097908085 -0.425627006547318
24.9033114815847 1.23558272407262 -0.447671291373434
24.9943729988427 1.19395919936631 -0.46589705231359
25.0845959022256 1.15124934787467 -0.480238709120958
25.1327412287183 1.12797692179337 -0.486336285899109
