time sunx Sun sunvx sunvy earthx Earth earthvx earthvy
12683888.8507511 840534.690040524 771401.441718731 0.0666383471475033 0.144791851151983 -130601230013.508 120592373405.553 -22212.7823825011 -18483.9503839942
13125837.2895564 869985.401759885 835391.970447645 0.0625260559019439 0.148588940946409 -140418133919.962 112423420880.53 -20842.0186339813 -19749.6469821363
13579093.7952522 898325.74167252 902740.870565122 0.058149746486429 0.152092711844269 -149864913890.84 103471765437.78 -19383.2488288097 -20917.5706147563
14044660.3709415 925398.318397053 973550.1493572 0.0535267650428232 0.1552845263824 -158889106132.351 93733244299.2401 -17842.2550142744 -21981.5087941333
14523626.9133606 951035.846438242 1047926.2375872 0.0486755349244504 0.158146359881588 -167434948812.747 83204837666.6635 -16225.1783081501 -22935.4532938626
15017179.5502086 975059.783608752 1125979.78583145 0.0436155904816241 0.160660794085363 -175442927869.584 71884984895.3661 -14538.5301605414 -23773.5980284542
15526610.1360024 997278.898084403 1207825.30336572 0.0383676254514885 0.162811019721714 -182849299361.468 59773987651.9634 -12789.2084838295 -24490.3399072378
16053327.0332238 1017487.77350343 1293580.61336168 0.0329535553692583 0.164580850150962 -189585591167.811 46874512578.0935 -10984.5184564194 -25080.283383654
16598867.3068383 1035465.2640375 1383366.08999761 0.0273965935672828 0.16595474828307 -195578088012.499 33192208739.5854 -9132.19785576091 -25538.2494276901
17164910.4879441 1050972.91808133 1477303.63799912 0.0217213402044897 0.166917869192732 -200747306027.108 18736457661.0065 -7240.44673482991 -25859.2897309108
17753294.0686934 1063753.39724269 1575515.36567307 0.0159538838372357 0.167456121078662 -205007465747.562 3521277086.41156 -5317.96127907856 -26038.7070262206
18366030.914383 1073528.92911508 1678121.89493784 0.0101219148828921 0.167556247597011 -208265976371.694 -12433597165.3782 -3373.97162763069 -26072.0825323371
19005328.7849497 1079999.84735752 1785240.24079966 0.00425485026322444 0.167205935035766 -210422949119.172 -29101423009.4726 -1418.28342107481 -25955.3116785885
19673612.1855026 1082843.29298966 1896981.18495353 -0.0016160318766226 0.166393948371311 -211370764329.887 -46446925919.7193 538.677292207538 -25684.6494571036
20373546.7571062 1081712.17647827 2013446.05493633 -0.0074574486870241 0.165110300910472 -210993725492.756 -64424498955.6093 2485.81622900804 -25256.7669701572
21108066.4397071 1076234.53396432 2134722.81347863 -0.0132339624131423 0.163346463031501 -209167844654.773 -82976090300.9588 4411.32080438076 -24668.8210105004
21880403.6181322 1066013.45338803 2260881.3522726 -0.0189078261787851 0.161095616479834 -205760817796.011 -102028736772.125 6302.6087262617 -23918.5388266112
22694122.4599331 1050627.799892 2391967.88286857 -0.0244388297234439 0.158352961721632 -200632266630.667 -121491701315.906 8146.27657448131 -23004.3205738775
23553155.6079352 1029634.03632081 2527998.31790993 -0.0297841505123496 0.155116087051797 -193634345440.27 -141253174050.445 9928.05017078321 -21925.3623505988
24461844.3415176 1002569.51593479 2668950.55015415 -0.0348982178140192 0.151385409396721 -184612838644.929 -161176502602.746 11632.7392713397 -20681.8031322402
25424982.2294517 968957.722153435 2814755.56487624 -0.0397326001307672 0.147164698036946 -173408907384.478 -181095929595.035 13244.2000435891 -19274.8993456488
26447862.1830758 928316.044412812 2965287.37534747 -0.0442359301764465 0.142461693606798 -159861681470.937 -200811836560.867 14745.3100588155 -17707.231202266
27536326.6505437 880166.809119312 3120351.8575099 -0.0483538865005897 0.137288835586061 -143811936373.104 -220085527385.351 16117.9621668632 -15982.9451953537
28696820.4907583 824052.425051806 3279674.69597839 -0.0520292572969667 0.131664111670839 -125107141683.935 -238633635720.16 17343.0857656556 -14108.0372236131
29936445.8073841 759555.644371052 3442888.85230377 -0.0552021200849742 0.125612041490937 -103608214790.35 -256122314781.13 18400.7066949914 -12090.6804969791
31263017.7518193 686326.064986757 3609522.25243087 -0.057810181237946 0.119164804240776 -79198354995.5855 -272161471355.203 19270.0604126487 -9941.60141359184
32685120.008966 604114.080694934 3778986.77934625 -0.0597893317740812 0.112363514013685 -51794360231.6444 -286299444316.846 19929.7772580271 -7674.50467122829
33000000 585287.617571572 3814367.79950856 -0.0600543354337111 0.110898672732342 -45518872523.8574 -288715992133.92 20018.111811237 -7186.22424411399
