t "{/Symbol q}(t)" "{/Symbol w}(t)"
1.12439652387087 2.631506039351 -1.05334033538031
1.12719504045766 2.62855824912777 -1.05943530573118
1.12995833625074 2.62563071618005 -1.06548487126824
1.13268745287041 2.62272288388434 -1.07149025852404
1.13538338296754 2.61983422122092 -1.07745263745331
1.138047073362 2.61696422115225 -1.08337312502355
1.1406794279593 2.61411239909711 -1.08925278858804
1.14328131043498 2.61127829152494 -1.09509264899257
1.14585354669307 2.60846145467625 -1.1008936834056
1.14839692716914 2.60566146334365 -1.10665682800822
1.15091220892116 2.60287790978542 -1.11238298039748
1.15340011760873 2.60011040267064 -1.11807300191172
1.15586134929351 2.59735856613754 -1.12372771971149
1.1582965721238 2.59462203890367 -1.12934792874312
1.16070642789174 2.59190047344687 -1.13493439354694
1.16309153348745 2.58919353523648 -1.14048784995342
1.16545248224577 2.58650090202481 -1.14600900664707
1.16778984520445 2.58382226318307 -1.15149854663154
1.17010417227582 2.58115731908386 -1.15695712859212
1.17239599333595 2.57850578052997 -1.16238538815686
1.17466581924888 2.57586736821343 -1.16778393908949
1.17691414281433 2.57324181222135 -1.17315337438116
1.17914143966637 2.57062885156041 -1.17849426729861
1.18134816910501 2.56802823372354 -1.18380717234141
1.18353477488191 2.56543971427707 -1.18909262615272
1.18570168593295 2.56286305647935 -1.19435114836172
1.18784931707069 2.56029803091763 -1.19958324238478
1.18997806962515 2.55774441517933 -1.20478939615292
1.19208833207051 2.55520199351461 -1.2099700828536
1.19418048058012 2.55267055656097 -1.21512576154281
1.19625487957623 2.55014990105232 -1.22025687778616
1.19831188224332 2.54763982955079 -1.22536386425058
1.20035183100863 2.54514015019884 -1.23044714125226
1.2023750579925 2.5426506764898 -1.23550711726478
1.20438188543985 2.54017122704424 -1.24054418941297
1.20637262612918 2.53770162539765 -1.24555874394179
1.20834758375589 2.53524169980437 -1.25055115665008
1.21030705329965 2.53279128304703 -1.25552179331146
1.21225132136522 2.53035021226513 -1.26047101005434
1.21418066651366 2.52791832878305 -1.26539915374168
1.21609535957379 2.52549547795046 -1.27030656232395
1.21799566393894 2.52308150898983 -1.27519356517622
1.21988183584675 2.52067627485449 -1.28006048341252
1.22175412464929 2.51827963208862 -1.28490763019494
1.22361277306261 2.51589144070379 -1.28973531100807
1.22545801741375 2.51351156404947 -1.29454382394437
1.22729008786826 2.51113986869986 -1.29933345995563
1.22910920865405 2.508776224337 -1.30410450311057
1.23091559826793 2.50642050364851 -1.30885723082227
1.23270946968102 2.5040725822192 -1.31359191408675
1.23449103052545 2.50173233843992 -1.31830881768603
1.23626048328165 2.4993996534089 -1.32300820040536
1.2380180254498 2.49707441084739 -1.32769031522095
1.23976384972034 2.49475649701039 -1.33235540949672
1.24149814413078 2.49244580060962 -1.33700372515572
1.24322109222108 2.49014221273286 -1.34163549885815
1.24493287317803 2.48784562677255 -1.34625096216015
1.24663366198134 2.48555593834703 -1.35085034168655
1.24832362953401 2.48327304523804 -1.35543385927069
1.2500029427953 2.48099684731994 -1.36000173210992
1.25167176489973 2.47872724650351 -1.36455417289156
1.25333025527835 2.47646414667245 -1.36909138993279
1.2549785697761 2.47420745362108 -1.37361358731783
1.25661686075868 2.47195707500245 -1.37812096501362
1.25824527721821 2.46971292027445 -1.38261371898907
1.25986396487752 2.46747490064421 -1.38709204133736
1.26147306628721 2.46524292901904 -1.39155612038466
1.26307272091669 2.46301691996244 -1.39600614078835
1.26466306524504 2.46079678964732 -1.40044228364046
1.26624423285227 2.45858245580548 -1.40486472657807
1.2678163544975 2.45637383769272 -1.40927364386236
1.26937955820288 2.45417085604293 -1.41366920647918
1.27093396933065 2.45197343302923 -1.41805158222516
1.27247971066089 2.44978149222169 -1.42242093580058
1.27401690246019 2.44759495855522 -1.42677742888135
1.27554566254993 2.44541375829587 -1.43112122019407
1.27706610638124 2.44323781899533 -1.43545246561434
1.27857834709208 2.44106706946861 -1.43977131821849
1.28008249557377 2.43890143975626 -1.44407792836593
1.28157866052969 2.43674086109586 -1.44837244376285
1.28306694853519 2.43458526588965 -1.45265500953325
1.28454746409419 2.43243458767521 -1.45692576828378
1.28602030969612 2.4302887610938 -1.46118486017292
1.28748558586311 2.42814772187109 -1.46543242295541
1.28894339120388 2.42601140678654 -1.46966859204897
1.2903938224636 2.4238797536471 -1.47389350059226
1.29183697457186 2.421752701262 -1.47810727950057
1.29327294068916 2.41963018941826 -1.48231005751971
1.29470181224723 2.41751215886391 -1.48650196126463
1.29612367899958 2.41539855127469 -1.49068311529057
1.29753862906073 2.41328930923612 -1.49485364213343
1.2989467489424 2.41118437622873 -1.49901366234401
1.30034812359997 2.40908369659702 -1.50316329455403
1.30174283646534 2.40698721553714 -1.5073026555052
1.30313096948624 2.40489487907408 -1.51143186009863
1.30451260316217 2.4028066340426 -1.51555102143704
1.30588781657655 2.40072242807279 -1.51966025085735
1.30725668743246 2.39864220956931 -1.52375965797592
1.30861929208697 2.39656592769157 -1.52784935073159
1.30997570558366 2.39449353233569 -1.53192943542516
1.31132600167636 2.39242497412884 -1.53600001673436
1.31267025286393 2.39036020440613 -1.54006119776318
1.31400853042095 2.3882991751924 -1.54411308008124
1.31534090442352 2.38624183919091 -1.54815576374963
1.31666744377638 2.38418814976916 -1.55218934735224
1.3179882162408 2.38213806094261 -1.55621392803112
1.31930328845993 2.38009152736163 -1.56022960151539
1.32061272598106 2.37804850430241 -1.5642364621423
1.32191659328674 2.37600894764343 -1.56823460290654
1.3232149538105 2.3739728138652 -1.5722241154638
1.32450786996576 2.37194006002859 -1.57620509017619
1.3257954031663 2.3699106437659 -1.58017761613268
1.32707761384606 2.36788452327214 -1.58414178116904
1.3283545614851 2.36586165728615 -1.58809767190749
1.32962630462399 2.36384200508919 -1.59204537376218
1.33089290088818 2.36182552648735 -1.59598497097636
1.33215440700724 2.35981218180134 -1.59991654664471
1.33341087883258 2.35780193185819 -1.6038401827322
1.33466237135544 2.35579473798207 -1.60775596009447
1.335908938726 2.35379056198264 -1.61166395850292
1.33715063427448 2.3517893661398 -1.61556425667689
1.33838751052044 2.34979111320679 -1.6194569322798
1.33961961919571 2.34779576639102 -1.62334206195882
1.34084701125849 2.34580328934855 -1.62721972135782
1.34206973690779 2.34381364617757 -1.63108998513218
1.34328784560048 2.34182680140733 -1.63495292697245
1.34450138606585 2.33984271999053 -1.63880861962118
1.34571040632177 2.3378613672927 -1.64265713489556
1.34691495368545 2.33588270909016 -1.64649854369339
1.34811507478921 2.33390671155912 -1.65033291601615
1.34931081559653 2.33193334126418 -1.65416032099316
1.35050222140995 2.32996256515967 -1.65798082688083
1.35168933688807 2.32799435057574 -1.6617945010915
1.3528722060574 2.32602866521257 -1.66560141020628
1.35405087232451 2.32406547713371 -1.66940161998984
1.35522537848656 2.32210475476175 -1.67319519540032
1.35639576674451 2.32014646686927 -1.67698220060855
1.35756207871379 2.31819058257379 -1.68076269900952
1.35872435543618 2.31623707133009 -1.68453675323862
1.35988263739068 2.31428590292418 -1.68830442518501
1.36103696450258 2.31233704746999 -1.69206577599947
1.36218737615513 2.31039047540118 -1.69582086611158
1.36333391119935 2.30844615746613 -1.69956975524104
1.36447660796497 2.30650406472039 -1.70331250241351
1.36561550426795 2.30456416852497 -1.70704916596533
1.36675063742219 2.30262644053703 -1.7107798035628
1.36788204424672 2.30069085270815 -1.71450447220689
1.36900976107523 2.2987573772783 -1.71822322824614
1.37013382376587 2.29682598676911 -1.72193612739085
1.37125426771018 2.29489665397845 -1.72564322472478
1.37237112783969 2.29296935197864 -1.72934457470985
1.37348443863483 2.29104405411061 -1.73304023119849
1.37459423413219 2.28912073398067 -1.7367302474411
1.37570054793532 2.2871993654509 -1.7404146761056
1.37680341321978 2.28527992263923 -1.7440935692784
1.37790286274111 2.28336237991439 -1.74776697847522
1.37899892884116 2.28144671189344 -1.75143495464689
1.38009164345834 2.27953289343229 -1.7550975481986
1.38118103813254 2.27762089962529 -1.75875480899169
1.38226714401198 2.27571070580136 -1.76240678635211
1.38334999186127 2.27380228751769 -1.76605352908344
1.38442961206476 2.27189562056164 -1.76969508546424
1.38550603463757 2.26999068093896 -1.77333150327161
1.38657928922926 2.26808744487469 -1.77696282978027
1.38764940512805 2.26618588881306 -1.78058911176374
1.38871641127241 2.26428598940422 -1.78421039552064
1.38978033625163 2.26238772351015 -1.78782672686418
1.39084120831483 2.26049106819557 -1.79143815114045
1.39189905537523 2.25859600072721 -1.79504471323061
1.39295390501496 2.25670249857176 -1.79864645755564
1.39400578449322 2.25481053938794 -1.8022434280923
1.39505472074987 2.25292010102633 -1.80583566837421
1.39610074041023 2.25103116152715 -1.80942322149684
1.39714386979141 2.24914369911508 -1.8130061301282
1.39818413490622 2.24725769219814 -1.81658443651165
1.39922156146812 2.24537311936484 -1.82015818247208
1.40025617489751 2.24348995937862 -1.82372740942721
1.4012880003241 2.24160819117931 -1.82729215838553
1.40231706259312 2.23972779387746 -1.83085246995771
1.40334338627176 2.23784874674819 -1.83440838436901
1.4043669956511 2.23597102923308 -1.8379599414563
1.40538791474914 2.23409462094 -1.84150718066903
1.4064061673183 2.23221950163465 -1.84505014108595
1.40742177684859 2.23034565123995 -1.8485888614169
1.40843476656923 2.228473049838 -1.85212337999959
1.40944515945644 2.2266016776609 -1.85565373481776
1.4104529782352 2.22473151509228 -1.8591799634987
1.41145824538473 2.22286254266204 -1.8627021033239
1.41246098313946 2.22099474104929 -1.86622019122393
1.41346121349617 2.21912809107373 -1.86973426379544
1.41445895821488 2.21726257369857 -1.87324435729601
1.41545423882546 2.21539817002274 -1.87675050765952
1.41644707662731 2.21353486128587 -1.88025275048717
1.41743749269536 2.21167262886154 -1.88375112106084
1.41842550788317 2.20981145425554 -1.88724565434674
1.41941114282664 2.20795131910333 -1.89073638500075
1.42039441794788 2.20609220516667 -1.89422334737518
1.42137535345394 2.20423409434032 -1.89770657550676
1.42235396934539 2.20237696863964 -1.90118610314029
1.42333028541782 2.20052081020184 -1.90466196372677
1.42430432126267 2.19866560128815 -1.90813419041984
1.42527609627251 2.19681132427774 -1.91160281608749
1.42624562964435 2.19495796166503 -1.91506787331767
1.4272129403828 2.19310549605747 -1.91852939442275
1.42817804729947 2.19125391018016 -1.92198741143134
1.42914096901876 2.18940318686854 -1.92544195610232
1.43010172397884 2.18755330906987 -1.92889305992255
1.43106033043622 2.18570425983796 -1.93234075411698
1.43201680646763 2.18385602233304 -1.93578506964942
1.43297116997201 2.18200857982109 -1.939226037224
1.43392343867506 2.1801619156685 -1.94266368729559
1.43487363012928 2.17831601334516 -1.94609805006436
1.43582176171699 2.17647085642182 -1.94952915548103
1.43676785065462 2.1746264285649 -1.9529570332569
1.43771191399074 2.1727827135434 -1.95638171285127
1.43865396861344 2.17093969521763 -1.9598032234928
1.43959403125038 2.169097357542 -1.96322159417458
1.44053211847121 2.16725568456336 -1.96663685365755
1.44146824668853 2.1654146604219 -1.97004903046903
1.44240243216151 2.16357426934699 -1.97345815291093
1.44333469099868 2.16173449565454 -1.97686424906473
1.44426503915898 2.15989532374761 -1.98026734679077
1.44519349245395 2.15805673811488 -1.98366747373126
1.44612006655013 2.15621872332857 -1.98706465731444
1.44704477696905 2.15438126404713 -1.99045892474988
1.44796763909339 2.15254434500563 -1.99385030304644
1.44888866816547 2.15070795102133 -1.99723881900229
1.44980787928892 2.14887206699288 -2.00062449920657
1.45072528743302 2.14703667789414 -2.00400737005108
1.45164090743402 2.14520176877408 -2.00738745773067
1.45255475399477 2.1433673247598 -2.01076478823785
1.45346684168894 2.14153333105062 -2.01413938737396
1.45437718496023 2.13969977292189 -2.01751128074235
1.45528579812799 2.13786663571609 -2.02088049376495
1.45619269538456 2.1360339048504 -2.0242470516685
1.45709789080055 2.13420156580833 -2.02761097950022
1.45800139832491 2.13236960414179 -2.03097230212412
1.45890323178597 2.13053800547116 -2.03433104422107
1.45980340489422 2.12870675548174 -2.03768723029549
1.46070193124355 2.12687583992349 -2.04104088467595
1.46159882431094 2.12504524461359 -2.04439203151077
1.46249409746114 2.12321495542912 -2.04774069478144
1.46338776394776 2.12138495830671 -2.05108689830347
1.4642798369113 2.11955523924864 -2.0544306657154
1.46517032938544 2.11772578431194 -2.05777202049884
1.46605925429265 2.11589657961933 -2.06111098595863
1.46694662445216 2.11406761134468 -2.06444758524947
1.46783245257691 2.11223886572132 -2.06778184136103
1.46871675127688 2.1104103290369 -2.07111377712725
1.46959953305892 2.10858198763561 -2.07444341522251
1.47048081032865 2.10675382791613 -2.0777707781655
1.47136059539431 2.10492583632531 -2.08109588833074
1.47223890046347 2.10309799936686 -2.08441876793301
1.47311573764708 2.10127030359458 -2.08773943903956
1.47399111896041 2.0994427356122 -2.09105792357068
1.47486505632419 2.09761528207261 -2.09437424330107
1.47573756156646 2.09578792967569 -2.09768841986394
1.4766086464214 2.09396066517239 -2.10100047474356
1.47747832253367 2.09213347535729 -2.10431042928897
1.47834660145832 2.09030634707023 -2.10761830471098
1.47921349466067 2.08847926719835 -2.11092412207861
1.48007901351819 2.08665222267353 -2.11422790232373
1.4809431693229 2.08482520046889 -2.11752966624745
1.48180597328181 2.08299818759935 -2.12082943451919
1.48266743651758 2.08117117112178 -2.12412722767641
1.48352757006995 2.07934413813339 -2.12742306612761
1.48438638489547 2.07751707577366 -2.13071697014875
1.48524389187051 2.07568997121956 -2.1340089598921
1.4861001017915 2.07386281168625 -2.13729905538482
1.48695502537528 2.07203558442784 -2.14058727652774
1.48780867325992 2.07020827673698 -2.143873643096
1.48866105600879 2.06838087593749 -2.14715817475243
1.48951218410656 2.06655336939425 -2.15044089102971
1.49036206796405 2.06472574450414 -2.15372181134669
1.49121071791893 2.06289798869579 -2.15700095500881
1.49205814423314 2.0610700894364 -2.16027834119582
1.49290435709873 2.05924203422052 -2.163553988982
1.49374936663513 2.05741381057701 -2.16682791732356
1.49459318289136 2.05558540606562 -2.17010014506479
1.49543581584781 2.0537568082743 -2.1733706909429
1.49627727541436 2.05192800482447 -2.17663957357843
1.49711757143449 2.05009898336329 -2.17990681148924
1.4979567136842 2.04826973156709 -2.18317242308412
1.49879471187348 2.04644023713943 -2.1864364266664
1.49963157564573 2.0446104878134 -2.18969884042968
1.50046731458102 2.04278047134569 -2.19295968246845
1.50130193819483 2.04095017552039 -2.19621897077119
1.50213545593994 2.03911958814594 -2.19947672322582
1.50296787720873 2.03728869705117 -2.20273295762655
1.50379921132964 2.03545749009412 -2.20598769165832
1.50462946757192 2.03362595515262 -2.20924094291331
1.50545865514442 2.03179408012801 -2.21249272888433
1.50628678319717 2.02996185294265 -2.21574306696918
1.50711386082172 2.02812926154016 -2.21899197447007
1.507939897051 2.02629629388675 -2.22223946859128
1.50876490086118 2.02446293796802 -2.22548556644464
1.509588881174 2.02262918178483 -2.22873028505685
1.5104118468544 2.02079501335942 -2.23197364135845
1.51123380671292 2.01896042073104 -2.23521565219147
1.51205476950467 2.01712539195915 -2.23845633430375
1.51287474393171 2.01528991511909 -2.24169570435636
1.51369373864411 2.01345397830058 -2.24493377892624
1.51451176223935 2.01161756960985 -2.24817057450226
1.51532882326366 2.00978067716763 -2.25140610748864
1.51614493021191 2.00794328911023 -2.25464039420295
1.5169600915293 2.00610539358652 -2.25787345088126
1.51777431561068 2.00426697876041 -2.26110529367369
1.51858761080235 2.00242803280755 -2.26433593865002
1.51939998540147 2.00058854391748 -2.26756540179581
1.52021144765912 1.99874850028757 -2.27079369902289
1.52102200577849 1.99690789012784 -2.27402084616073
1.52183166791485 1.99506670166188 -2.27724685895466
1.52264044217923 1.99322492311923 -2.28047175307913
1.52344833663645 1.99138254274062 -2.28369554412825
1.52425535930685 1.98953954877479 -2.28691824762133
1.5250615181669 1.98769592947788 -2.29013987900369
1.52586682114858 1.98585167311551 -2.2933604536428
1.52667127614161 1.98400676795845 -2.2965799868358
1.52747489099268 1.98216120228508 -2.2997984938049
1.52827767350617 1.98031496438049 -2.3030159896988
1.52907963144449 1.97846804253629 -2.30623248959286
1.52988077253018 1.97662042504658 -2.30944800849585
1.53068110444352 1.97477210021408 -2.31266256133921
1.53148063482655 1.97292305634154 -2.3158761629916
1.53227937128118 1.97107328173675 -2.31908882825018
1.53307732137095 1.96922276470907 -2.32230057184625
1.53387449262138 1.96737149356942 -2.32551140844513
1.53467089251814 1.96551945663495 -2.32872135263787
1.53546652851095 1.96366664222074 -2.33193041895535
1.53626140801318 1.96181303864128 -2.33513862186545
1.53705553840071 1.95995863421383 -2.33834597576714
1.53784892701351 1.95810341725518 -2.34155249499565
1.53864158115571 1.95624737608221 -2.34475819382144
1.53943350809703 1.95439049900906 -2.34796308645474
1.54022471507241 1.95253277434859 -2.35116718704278
1.54101520928262 1.95067419041151 -2.35437050967106
1.54180499789523 1.94881473550467 -2.35757306836603
1.54259408804456 1.94695439793172 -2.36077487709367
1.54338248683176 1.94509316599345 -2.36397594975863
1.54417020132574 1.94323102798613 -2.36717630020682
1.54495723856359 1.94136797220108 -2.37037594222588
1.54574360555027 1.93950398692595 -2.37357488954267
1.54652930926027 1.93763906044116 -2.37677315582914
1.54731435663883 1.9357731810177 -2.37997075470574
1.54809875459972 1.93390633692273 -2.38316769973157
1.54888251002659 1.932038516417 -2.38636400440846
1.54966562977452 1.93016970775153 -2.38955968218637
1.55044812067021 1.92829989916769 -2.39275474646292
1.55122998951051 1.9264290789012 -2.39594921057629
1.55201124306322 1.92455723518065 -2.39914308780731
1.55279188807092 1.92268435621876 -2.40233639139419
1.55357193124752 1.9208104302212 -2.40552913451706
1.55435137928044 1.91893544538166 -2.40872133030602
1.55513023882982 1.91705938988431 -2.41191299183665
1.55590851652949 1.91518225190185 -2.41510413213303
1.55668621898879 1.91330401959153 -2.41829476417401
1.55746335279183 1.91142468109734 -2.42148490088925
1.55823992449524 1.90954422455588 -2.42467455514884
1.5590159406341 1.90766263808251 -2.4278637397865
1.55979140771815 1.90577990978071 -2.4310524675832
1.56056633223181 1.90389602774262 -2.43424075126598
1.56134072063711 1.90201098004224 -2.43742860351907
1.56211457937301 1.90012475473743 -2.44061603698009
1.56288791485585 1.8982373398693 -2.44380306424069
1.56366073347842 1.89634872346467 -2.44698969784197
1.56443304161178 1.89445889353217 -2.45017595028072
1.56520484560605 1.89256783806055 -2.45336183401187
1.56597615178857 1.89067554502355 -2.45654736143972
1.5667469664673 1.88878200237196 -2.45973254493108
1.56751729592721 1.88688719804281 -2.46291739679928
1.56828714643489 1.88499111994827 -2.4661019293224
1.56905652423688 1.88309375598024 -2.46928615473515
1.56982543555893 1.8811950940124 -2.47247008522495
1.57059388660747 1.87929512189693 -2.47565373293703
1.57136188357061 1.87739382746233 -2.47883710997759
1.57212943261754 1.87549119851523 -2.48202022841035
1.57289653989794 1.87358722284214 -2.48520310025306
1.57366321154526 1.87168188820166 -2.4883857374902
1.57442945367358 1.8697751823325 -2.49156815205899
1.57519527237963 1.86786709294875 -2.49475035585685
1.57596067374386 1.86595760773751 -2.49793236074484
1.57672566382944 1.86404671436177 -2.50111417854242
1.5774902486835 1.86213440045731 -2.50429582103197
1.57825443433734 1.86022065363273 -2.50747729995844
1.57901822680471 1.85830546147383 -2.51065862702138
1.57978163208637 1.85638881153252 -2.51383981389288
1.58054465616614 1.85447069133691 -2.51702087220036
1.58130730501231 1.85255108838814 -2.52020181353123
1.58206958457979 1.85062999015502 -2.52338264944126
1.58283150080827 1.84870738407909 -2.52656339144564
1.58359305962428 1.84678325756959 -2.52974405102681
1.58435426694061 1.84485759800503 -2.53292463963116
1.58511512865583 1.84293039273484 -2.5361051686659
1.58587565065611 1.84100162907477 -2.53928564950599
1.58663583881476 1.83907129430841 -2.54246609349107
1.58739569899222 1.83713937568732 -2.54564651192463
1.58815523703714 1.83520586042863 -2.54882691607745
1.58891445878662 1.83327073571437 -2.55200731718798
1.58967337006399 1.83133398869763 -2.55518772645171
1.59043197668275 1.82939560649247 -2.55836815503711
1.59119028444497 1.82745557617831 -2.56154861407774
1.59194829914245 1.82551388479702 -2.56472911467647
1.59270602655623 1.82357051935451 -2.56790966790219
1.59346347245627 1.82162546682158 -2.57109028478777
1.59422064260356 1.81967871412876 -2.5742709763379
1.59497754274869 1.81773024817009 -2.57745175352217
1.5957341786333 1.81578005579951 -2.58063262728037
1.59649055598918 1.81382812383353 -2.58381360851745
1.59724668054006 1.81187443904643 -2.5869947081106
1.59800255800171 1.80991898817051 -2.59017593690825
1.59875819408133 1.80796175789743 -2.59335730572704
1.59951359447729 1.80600273487937 -2.5965388253494
1.60026876488074 1.80404190572471 -2.59972050652973
1.60102371097506 1.80207925699975 -2.60290235999092
1.60177843843747 1.80011477522455 -2.60608439643036
1.60253295293688 1.79814844687875 -2.60926662650982
1.60328726013594 1.79618025839619 -2.61244906086329
1.60404136569134 1.7942101961644 -2.61563171009722
1.60479527525365 1.79223824652499 -2.61881458478893
1.6055489944671 1.7902643957744 -2.6219976954848
1.60630252897056 1.78828863016141 -2.62518105270339
1.60705588439874 1.78631093588405 -2.62836466693961
1.60780906637978 1.7843312990961 -2.63154854865359
1.60856208053829 1.78234970589906 -2.63473270828261
1.60931493249439 1.78036614234484 -2.63791715623608
1.61006762786189 1.77838059444062 -2.64110190288683
1.6108201722526 1.77639304813755 -2.64428695858846
1.61157257127476 1.77440348933498 -2.6474723336677
1.61232483053294 1.77241190388069 -2.65065803842315
1.61307695562728 1.7704182775731 -2.65384408312086
1.61382895215746 1.7684225961507 -2.65703047801042
1.6145808257182 1.76642484530406 -2.6602172333048
1.61533258190369 1.76442501066417 -2.66340435919814
1.61608422630513 1.76242307780893 -2.66659186585446
1.61683576451187 1.76041903226019 -2.66977976341138
1.61758720211183 1.75841285948274 -2.67296806198096
1.61833854469195 1.75640454488297 -2.67615677165073
1.61908979783866 1.7543940738078 -2.67934590248451
1.61984096713582 1.75238143155015 -2.68253546451277
1.6205920581681 1.75036660333986 -2.68572546774604
1.62134307651987 1.74834957434679 -2.688915922169
1.6220940277764 1.74633032967748 -2.6921068377448
1.62284491752183 1.74430885438072 -2.69529822440521
1.62359575134137 1.74228513344152 -2.69849009205911
1.62434653482183 1.74025915177976 -2.70168245059368
1.62509727354994 1.73823089425474 -2.70487530986609
1.62584797311467 1.73620034565881 -2.7080686797125
1.62659863910665 1.73416749071898 -2.71126256994449
1.62734927711806 1.73213231409717 -2.71445699034752
1.62809989274344 1.73009480038804 -2.71765195068336
1.62885049157935 1.72805493411985 -2.72084746068751
1.62960107922562 1.72601269975102 -2.72404353007357
1.63035166128496 1.72396808167116 -2.72724016853044
1.63110224336395 1.72192106419837 -2.73043738572542
1.63185283107163 1.71987163158302 -2.73363519129712
1.63260343002185 1.71781976800127 -2.7368335948645
1.6333540458315 1.71576545755984 -2.74003260601809
1.63410468412202 1.71370868429187 -2.74323223432538
1.63485535052046 1.71164943215401 -2.74643248933411
1.6356060506588 1.70958768502803 -2.74963338056848
1.63635679017323 1.70752342672289 -2.75283491752474
1.63710757470522 1.7054566409717 -2.75603710967467
1.63785840990317 1.70338731142706 -2.75923996647149
1.63860930142084 1.70131542166535 -2.76244349734197
1.63936025491766 1.69924095518572 -2.76564771168671
1.6401112760609 1.69716389540412 -2.768852618888
1.6408623705237 1.69508422565852 -2.77205822830045
1.6416135439862 1.69300192920587 -2.77526454925438
1.64236480213881 1.6909169892127 -2.7784715910689
1.64311615067635 1.6888293887714 -2.78167936302542
1.64386759530153 1.68673911089049 -2.78488787438136
1.64461914172662 1.68464613848979 -2.78809713437605
1.64537079567281 1.68255045440214 -2.79130715222674
1.64612256286951 1.68045204137508 -2.79451793712449
1.64687444905535 1.67835088206814 -2.79772949823697
1.64762645997708 1.67624695905564 -2.8009418447026
1.64837860139376 1.67414025481495 -2.80415498564711
1.6491308790723 1.67203075173865 -2.80736893016333
1.64988329879148 1.66991843212331 -2.81058368732694
1.65063586633896 1.66780327817767 -2.81379926618225
1.65138858751502 1.66568527201192 -2.81701567575715
1.65214146813015 1.66356439564438 -2.82023292505129
1.65289451400584 1.66144063099909 -2.8234510230381
1.65364773097665 1.65931395989989 -2.82666997867219
